interactionID	basisOfRecord	sourceTaxonId	sourceTaxonName	sourceVerbatimName	sourceFamilyName	sourceCommonName	sourceSexName	sourceSexID	sourceLifeStageName	sourceAssociatedSequences	interactionTypeId	isNegated	interactionTypeName	targetBodyPartName	targetBodyPartId	experimentalConditionName	experimentalConditionId	targetTaxonId	targetTaxonName	targetVerbatimName	targetFamilyName	targetCommonName	targetLifeStageName	targetAssociatedSequences	country	stateProvince	county	verbatimLocality	localityId	locality	habitat	decimalLatitude	decimalLongitude	minimumElevationInMeters	maximumElevationInMeters	verbatimEventDate	eventDate	eventTime	referenceDoi	referenceCitation	referenceType	primarySource	enteredBy	notes
620	literatureRecord 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154396	Apis Mellifera		Apidae	European Honey Bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower 	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural 	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	Field Pumpkin			United States	Virginia	Nelson				"agricultural, flowering pumpkin field"					July-August 2006		8:00am-10:00am	https://doi.org/10.1603/029.102.0214	"H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573."	Journal Article	TRUE	Janice Van Wagner
621	literatureRecord 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154396	Apis Mellifera		Apidae	European Honey Bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower 	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural 	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	Field Pumpkin			United States	Virginia				near or on Rockingham & Augusta County border	"agricultural, flowering pumpkin field"					July-August 2006		8:00am-10:00am	https://doi.org/10.1603/029.102.0214	"H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573."	Journal Article	TRUE	Janice Van Wagner
622	literatureRecord 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154396	Apis Mellifera		Apidae	European Honey Bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower 	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural 	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	Field Pumpkin			United States	Virginia	Frederick				"agricultural, flowering pumpkin field"					July-August 2006		8:00am-10:00am	https://doi.org/10.1603/029.102.0214	"H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573."	Journal Article	TRUE	Janice Van Wagner
623	literatureRecord 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154396	Apis Mellifera		Apidae	European Honey Bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower 	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural 	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	Field Pumpkin			United States	Virginia				"near or at intersection of Frederick, Clarke & Warren Counties"	"agricultural, flowering pumpkin field"					July-August 2006		8:00am-10:00am	https://doi.org/10.1603/029.102.0214	"H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573."	Journal Article	TRUE	Janice Van Wagner
624	literatureRecord 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154396	Apis Mellifera		Apidae	European Honey Bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower 	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural 	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	Field Pumpkin			United States	Virginia				"near or at intersection of Clarke, Loudoun & Fauquier Counties "	"agricultural, flowering pumpkin field"					July-August 2006		8:00am-10:00am	https://doi.org/10.1603/029.102.0214	"H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573."	Journal Article	TRUE	Janice Van Wagner
625	literatureRecord 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154396	Apis Mellifera		Apidae	European Honey Bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower 	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural 	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	Field Pumpkin			United States	Virginia	Henrico				"agricultural, flowering pumpkin field"					July-August 2006		8:00am-10:00am	https://doi.org/10.1603/029.102.0214	"H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573."	Journal Article	TRUE	Janice Van Wagner
626	literatureRecord 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154396	Apis Mellifera		Apidae	European Honey Bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower 	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural 	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	Field Pumpkin			United States	Virginia	New Kent				"agricultural, flowering pumpkin field"					July-August 2006		8:00am-10:00am	https://doi.org/10.1603/029.102.0214	"H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573."	Journal Article	TRUE	Janice Van Wagner
627	literatureRecord 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=154396	Apis Mellifera		Apidae	European Honey Bee					http://purl.obolibrary.org/obo/RO_0002622		visited flower 	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural 	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	Field Pumpkin			United States	Maryland	Frederick 				"agricultural, flowering pumpkin field"					July-August 2006		8:00am-10:00am	https://doi.org/10.1603/029.102.0214	"H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573."	Journal Article	TRUE	Janice Van Wagner
628	literatureRecord 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa 		Apidae	Squash Bee	Female	http://purl.obolibrary.org/obo/FBcv_0000334			http://purl.obolibrary.org/obo/RO_0002622		visited flower 	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural 	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	Field Pumpkin			United States	Virginia	Nelson				"agricultural, flowering pumpkin field"					July-August 2006		8:00am-10:00am	https://doi.org/10.1603/029.102.0214	"H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573."	Journal Article	TRUE	Janice Van Wagner
629	literatureRecord 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=699466	Peponapis Pruinosa 		Apidae	Squash Bee	Female	http://purl.obolibrary.org/obo/FBcv_0000334			http://purl.obolibrary.org/obo/RO_0002622		visited flower 	flower	http://purl.obolibrary.org/obo/PO_0009046	Agricultural 	http://purl.obolibrary.org/obo/ENVO_01000311	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=22373	Cucurbita pepo L.		Cucurbitaceae	Field Pumpkin			United States	Virginia				near or on Rockingham & Augusta County border	"agricultural, flowering pumpkin field"					July-August 2006		8:00am-10:00am	https://doi.org/10.1603/029.102.0214	"H. Esther Julier, Tai  H. Roulston, Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects, Journal of Economic Entomology, Volume 102, Issue 2, 1 April 2009, Pages 563_573."	Journal Article	TRUE	Janice Van Wagner
